Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,cr,lambda
0.11587509500015813,0.5247075123904315,0.2055216836440416,0.4708783630481731,1.0,1.0,0.37201646090534984,m_y=1,2.0,1.7
0.31495099077197786,0.6724694856056688,0.3216748688872319,0.6689949367159549,0.2,0.2,0.2878179384203481,m_y=0,2.0,1.7
-0.5954068160306139,0.39054490521485086,-0.31668336821430415,0.11182145739854125,1.0,0.8,0.09283931910461385,m_a=0,2.0,1.7
-0.3186099533125974,0.050609147380058284,-0.3186099533125974,0.05060914738005826,1.0,1.0,-0.18538587848932686,m_a=1,2.0,1.7
-0.850230368621812,0.18136568191854693,-0.6209441072683342,-0.04792057943493111,1.0,0.0,0.011213047910295593,m_u,2.0,1.7
0.11306738027463312,0.5248908092161534,0.20344176089669866,0.470690197800835,1.0,1.0,0.37201646090534984,m_y=1,3.0,1.7
0.31059962672780744,0.6705606102189741,0.3173338200653891,0.667081536297046,0.2,0.2,0.2878179384203481,m_y=0,3.0,1.7
-0.6024410440310434,0.4060037353162155,-0.3159857764212013,0.11954846770637335,1.0,0.8,0.09283931910461385,m_a=0,3.0,1.7
-0.3182479257286528,0.0534894443730219,-0.3182479257286527,0.053489444373021944,1.0,1.0,-0.18538587848932686,m_a=1,3.0,1.7
-1.2520739745086917,-0.01153813023888035,-1.016427286474907,-0.24718481827266495,1.0,0.0,-0.09836901121304792,m_u,3.0,1.7
0.11408475252708025,0.5243722345795339,0.20421228402040142,0.47029725633088465,1.0,1.0,0.37201646090534984,m_y=1,4.0,1.7
0.31271672894745334,0.6715081564991124,0.3194689376440277,0.6680234026593943,0.2,0.2,0.2878179384203481,m_y=0,4.0,1.7
-0.5964985877251394,0.3964888147941756,-0.3151375823916915,0.11512780946072772,1.0,0.8,0.09283931910461385,m_a=0,4.0,1.7
-0.31943320905576716,0.04963141955135131,-0.31943320905576716,0.04963141955135134,1.0,1.0,-0.18538587848932686,m_a=1,4.0,1.7
-1.6332033298564095,-0.21565169101976492,-1.4017473346432674,-0.4471076862329072,0.4,0.0,-0.20795107033639143,m_u,4.0,1.7
0.1176674474836302,0.5230276415547529,0.20600246372171055,0.4699711368457956,1.0,1.0,0.37201646090534984,m_y=1,5.0,1.7
0.31622223724645915,0.6713583038099821,0.32284788441779133,0.6679365586323109,0.0,0.0,0.2878179384203481,m_y=0,5.0,1.7
-0.5893068259413068,0.386516030177377,-0.313734513647843,0.11094371788391336,1.0,0.8,0.09283931910461385,m_a=0,5.0,1.7
-0.3186088562703655,0.04805462808394421,-0.3186088562703655,0.04805462808394423,1.0,1.0,-0.18538587848932686,m_a=1,5.0,1.7
-2.014630787639529,-0.42312821689485636,-1.7879367448048444,-0.6498222597295406,0.0,0.0,-0.31753312945973494,m_u,5.0,1.7
0.11744167249714547,0.5228111918472773,0.20573743190000351,0.4697484959609707,1.0,1.0,0.37201646090534984,m_y=1,6.0,1.7
0.3150643697335954,0.6701549613886747,0.321665657489688,0.6667400161564087,0.0,0.0,0.2878179384203481,m_y=0,6.0,1.7
-0.5909296569178457,0.3902065679466178,-0.31352391021541404,0.11280082124418633,1.0,0.8,0.09283931910461385,m_a=0,6.0,1.7
-0.3175482318329713,0.04968000631990517,-0.3175482318329713,0.04968000631990513,1.0,1.0,-0.18538587848932686,m_a=1,6.0,1.7
-2.410514221360727,-0.6242642812834402,-2.182311940434262,-0.8524665622099056,0.0,0.0,-0.42711518858307845,m_u,6.0,1.7
0.11424668161165732,0.5260997752867862,0.20462319719324626,0.4719500271798592,1.0,1.0,0.37201646090534984,m_y=1,7.0,1.7
0.3127139498763036,0.6729421338970063,0.31946322103009644,0.6694620307993884,0.0,0.0,0.2878179384203481,m_y=0,7.0,1.7
-0.6017501992448351,0.4006847148171665,-0.3172798409885961,0.1162143565609276,1.0,0.8,0.09283931910461385,m_a=0,7.0,1.7
-0.31784427788030406,0.05287219119933526,-0.31784427788030406,0.05287219119933524,1.0,1.0,-0.18538587848932686,m_a=1,7.0,1.7
-2.8187584193401407,-0.8164709344380965,-2.5847445772272097,-1.050484776551027,0.0,0.0,-0.536697247706422,m_u,7.0,1.7
0.11454774805361889,0.524715688726461,0.2045177810039136,0.4706900492597156,1.0,1.0,0.37201646090534984,m_y=1,8.0,1.7
0.3126798392117953,0.6714263059683987,0.3194010688612371,0.6679512082493488,0.2,0.0,0.2878179384203481,m_y=0,8.0,1.7
-0.5985738659980384,0.3990712844648021,-0.3155411997651902,0.11603861823195386,1.0,1.0,0.09283931910461385,m_a=0,8.0,1.7
-0.31807857651359306,0.05120394388039218,-0.31807857651359306,0.05120394388039227,1.0,1.0,-0.18538587848932686,m_a=1,8.0,1.7
-3.2031636949217974,-1.0181355244841366,-2.970332541354103,-1.2509666780518311,0.0,0.0,-0.6462793068297656,m_u,8.0,1.7
0.11673799285452777,0.5229241398219837,0.20552812686957034,0.4695330016078815,1.0,1.0,0.37201646090534984,m_y=1,9.0,1.7
0.31508029396551107,0.6706663046402775,0.3217285879236805,0.6672264748527649,0.0,0.0,0.2878179384203481,m_y=0,9.0,1.7
-0.5906254851198603,0.39042181318826413,-0.3129132433419717,0.11270957141037534,1.0,0.8,0.09283931910461385,m_a=0,9.0,1.7
-0.31860750224518697,0.04716131382595059,-0.31860750224518697,0.04716131382595058,1.0,1.0,-0.18538587848932686,m_a=1,9.0,1.7
-3.5717462324881604,-1.222608312212384,-3.3432918195271446,-1.4510627251734,0.0,0.0,-0.7558613659531093,m_u,9.0,1.7
0.11227720488456001,0.5249824808780794,0.20311471173903933,0.4706335015942237,1.0,1.0,0.37201646090534984,m_y=1,10.0,1.7
0.3117037584443459,0.6724293653896681,0.31851342939629,0.668929538321213,0.2,0.0,0.2878179384203481,m_y=0,10.0,1.7
-0.597929330654327,0.40050042590770596,-0.31474302924840447,0.11731412450178369,1.0,0.8,0.09283931910461385,m_a=0,10.0,1.7
-0.32210857902412254,0.047760906219687316,-0.32210857902412243,0.047760906219687316,1.0,1.0,-0.18538587848932686,m_a=1,10.0,1.7
