g,s,metric,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,selection_rate,size
x_black_65+ y.o.,8,m_a=0,-0.580527247872008,-0.16011293759321754,-0.4714995189440814,-0.26914066652114416,0.0,0.0,0.040321769733534435,0.44393939393939397,0.03211009174311927
x_black_65+ y.o.,8,m_a=1,0.0035954067507965037,0.13538483155711023,0.003595406750796509,0.13538483155711017,0.5,0.5,0.0,0.44393939393939397,0.03211009174311927
x_black_65+ y.o.,8,m_u,-0.22440111060500645,0.06379504999894592,-0.1634374264087249,0.0028313658026642985,0.0,0.0,0.18787878787878787,0.44393939393939397,0.03211009174311927
x_black_65+ y.o.,8,m_y=0,0.5325661594641871,0.662015716847528,0.5325661594641871,0.662015716847528,0.0,0.0,0.0,0.44393939393939397,0.03211009174311927
x_black_65+ y.o.,8,m_y=1,0.1678987658736015,0.3046303144054071,0.19904633459955456,0.2783013474438702,1.0,0.5,0.19642857142857145,0.44393939393939397,0.03211009174311927
x_black_65+ y.o.,9,m_a=0,-0.47474442714919196,-0.06320150932038854,-0.35021095754258,-0.18773497892700064,0.0,0.0,0.04166666666666666,0.40198511166253104,0.0290519877675841
x_black_65+ y.o.,9,m_a=1,-0.11289286721353292,0.014442044521982611,-0.1128928672135329,0.014442044521982517,0.5,0.5,0.0,0.40198511166253104,0.0290519877675841
x_black_65+ y.o.,9,m_u,-0.28579118034057593,0.002912768429906065,-0.21133259506035693,-0.07154581685031305,0.0,0.0,0.15446650124069478,0.40198511166253104,0.0290519877675841
x_black_65+ y.o.,9,m_y=0,0.4174296552637108,0.5489979983052288,0.4176200609278958,0.5491643351673786,0.0,0.0,0.0,0.40198511166253104,0.0290519877675841
x_black_65+ y.o.,9,m_y=1,0.05718861976127165,0.19800276587253543,0.09294930630484652,0.16714103332794752,0.5,0.5,0.1648351648351648,0.40198511166253104,0.0290519877675841
x_black_65+ y.o.,10,m_a=0,-0.562564003338989,-0.1509487382839706,-0.4723048259607173,-0.24120791566224226,0.0,0.0,0.02923976608187135,0.4813519813519813,0.030071355759429153
x_black_65+ y.o.,10,m_a=1,-0.05435121803474696,0.06268848775800517,-0.05435121803474694,0.06268848775800523,0.5,0.5,0.0,0.4813519813519813,0.030071355759429153
x_black_65+ y.o.,10,m_u,-0.21727490946014827,0.04128423346947219,-0.1710743224303465,-0.004916353560329462,0.0,0.0,0.22843822843822842,0.4813519813519813,0.030071355759429153
x_black_65+ y.o.,10,m_y=0,0.5821098057735113,0.702348421381568,0.5823603468111058,0.7025676000469028,0.0,0.0,0.0,0.4813519813519813,0.030071355759429153
x_black_65+ y.o.,10,m_y=1,0.17465082242518667,0.29776464823780113,0.20008071510516323,0.27633214504326997,1.0,1.0,0.23317307692307693,0.4813519813519813,0.030071355759429153
x_black_65+ y.o.,11,m_a=0,-0.5733348301319698,-0.14151999595418618,-0.4563290706879069,-0.25852575539824924,0.0,0.0,0.035416666666666666,0.4797297297297297,0.035168195718654434
x_black_65+ y.o.,11,m_a=1,-0.025906941893829416,0.0933173414643993,-0.02590694189382934,0.09331734146439935,0.5,0.5,0.0,0.4797297297297297,0.035168195718654434
x_black_65+ y.o.,11,m_u,-0.24062050066000684,0.03453941957892587,-0.17920496434395383,-0.026876116737127226,0.0,0.0,0.16131756756756757,0.4797297297297297,0.035168195718654434
x_black_65+ y.o.,11,m_y=0,0.49931286655950624,0.63148499931359,0.49931286655950624,0.63148499931359,0.0,0.0,0.0,0.4797297297297297,0.035168195718654434
